"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"70157";"SANTA ALBERTINA";"70157";"SANTA ALBERTINA";152;11;"Prefeito";4949;14;0;0;14;4207;0;742;"N";4207;4059;4059;4059;0;0;0;0;0;0;0;0;0;44;104;104;0;0;"18:39:40";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62022";"LOURDES";"62022";"LOURDES";214;11;"Prefeito";1999;7;0;0;7;1721;0;278;"N";1721;1647;1647;1647;0;0;0;0;0;0;0;0;0;13;61;61;0;0;"18:04:36";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61549";"VARGEM";"61549";"VARGEM";298;11;"Prefeito";6964;20;0;0;20;5498;0;1466;"N";5498;4809;4809;4809;0;0;0;0;0;0;0;0;0;268;421;421;0;0;"10:11:07";"21/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66290";"LARANJAL PAULISTA";"66290";"LARANJAL PAULISTA";209;11;"Prefeito";20874;59;0;0;59;16627;0;4247;"N";16627;15251;15251;15251;0;0;0;0;0;0;0;0;0;468;908;908;0;0;"18:32:26";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66370";"LENÇÓIS PAULISTA";"66370";"LENÇÓIS PAULISTA";161;11;"Prefeito";47110;148;1;0;149;38232;0;8878;"N";38232;33961;33961;33961;0;0;0;0;0;0;0;0;0;1692;2579;2579;0;0;"19:06:50";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62405";"PAULISTÂNIA";"62405";"PAULISTÂNIA";7;11;"Prefeito";1881;5;0;0;5;1652;0;229;"N";1652;1524;1524;1524;0;0;0;0;0;0;0;0;0;32;96;96;0;0;"18:48:05";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"65854";"JABORANDI";"65854";"JABORANDI";178;11;"Prefeito";5142;14;0;0;14;4380;0;762;"N";4380;4064;4064;4064;0;0;0;0;0;0;0;0;0;118;198;198;0;0;"17:55:16";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61174";"ALTAIR";"61174";"ALTAIR";80;11;"Prefeito";3284;9;0;0;9;2797;0;487;"N";2797;2662;2662;2662;0;0;0;0;0;0;0;0;0;37;98;98;0;0;"18:32:55";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61123";"DIRCE REIS";"61123";"DIRCE REIS";152;11;"Prefeito";1685;5;1;0;6;1575;0;110;"N";1575;1526;1526;1526;0;0;0;0;0;0;0;0;0;7;42;42;0;0;"18:43:32";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62227";"VITÓRIA BRASIL";"62227";"VITÓRIA BRASIL";152;11;"Prefeito";1663;6;0;0;6;1516;0;147;"N";1516;1455;1455;1455;0;0;0;0;0;0;0;0;0;10;51;51;0;0;"18:29:08";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"67091";"MIRASSOLÂNDIA";"67091";"MIRASSOLÂNDIA";72;11;"Prefeito";3646;10;0;0;10;3199;0;447;"N";3199;3029;3029;3029;0;0;0;0;0;0;0;0;0;57;113;113;0;0;"19:14:09";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66834";"MARINÓPOLIS";"66834";"MARINÓPOLIS";232;11;"Prefeito";1916;6;0;0;6;1678;0;238;"N";1678;1618;1618;1618;0;0;0;0;0;0;0;0;0;19;41;41;0;0;"17:15:33";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"67598";"NOVA EUROPA";"67598";"NOVA EUROPA";239;13;"Vereador";8064;26;0;0;26;6447;0;1617;"N";6447;6153;6153;5816;337;337;0;0;0;0;0;0;0;141;153;153;0;0;"18:15:58";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68292";"PAULICÉIA";"68292";"PAULICÉIA";175;13;"Vereador";6094;17;0;0;17;5185;0;909;"N";5185;5022;5022;4718;304;304;0;0;0;0;0;0;0;80;83;83;0;0;"18:04:26";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68837";"PIRAPORA DO BOM JESUS";"68837";"PIRAPORA DO BOM JESUS";386;13;"Vereador";11888;32;3;0;35;10363;0;1525;"N";10363;9683;9683;9112;571;571;0;0;0;0;0;0;0;161;519;519;0;0;"18:08:05";"16/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71579";"TABOÃO DA SERRA";"71579";"TABOÃO DA SERRA";324;13;"Vereador";90054;236;0;0;236;71350;0;18704;"N";71350;59389;59389;54692;4697;4697;0;0;0;0;0;0;0;5033;6928;6928;0;0;"16:19:32";"25/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"67890";"OSASCO";"67890";"OSASCO";332;13;"Vereador";70680;185;1;0;186;55356;0;15324;"N";55356;44329;44329;39767;4562;4562;0;0;0;0;0;0;0;4179;6848;6848;0;0;"21:36:44";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"65358";"ITABERÁ";"65358";"ITABERÁ";53;13;"Vereador";14198;43;10;0;53;11546;0;2652;"N";11546;10984;10984;10233;751;751;0;0;0;0;0;0;0;349;213;213;0;0;"18:17:16";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71498";"SUMARÉ";"71498";"SUMARÉ";362;13;"Vereador";109955;320;1;0;321;88460;0;21495;"N";88460;74556;74556;70069;4487;4487;0;0;0;0;0;0;0;5543;8361;8361;0;0;"13:23:41";"19/08/2019"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71072";"SÃO PAULO";"71072";"SÃO PAULO";397;13;"Vereador";149309;400;0;0;400;122173;0;27136;"N";122173;90473;90473;76022;14451;14451;0;0;0;0;0;0;0;13812;17888;17888;0;0;"14:11:09";"26/06/2018"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71170";"SÃO SEBASTIÃO DA GRAMA";"71170";"SÃO SEBASTIÃO DA GRAMA";366;13;"Vereador";9616;29;1;0;30;7434;0;2182;"N";7434;6381;6381;5818;563;563;0;0;0;0;0;0;0;298;755;755;0;0;"14:24:13";"21/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66010";"JANDIRA";"66010";"JANDIRA";304;13;"Vereador";77502;216;0;0;216;63098;0;14404;"N";63098;52402;52402;48655;3747;3747;0;0;0;0;0;0;0;4518;6178;6178;0;0;"14:42:45";"02/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64530";"GUAPIARA";"64530";"GUAPIARA";37;13;"Vereador";15894;48;1;0;49;11779;0;4115;"N";11779;11103;11103;10208;895;895;0;0;0;0;0;0;0;373;303;303;0;0;"20:29:17";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64092";"FARTURA";"64092";"FARTURA";234;13;"Vereador";13152;37;1;0;38;10396;0;2756;"N";10396;9841;9841;9054;787;787;0;0;0;0;0;0;0;272;283;283;0;0;"18:06:02";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66893";"MAUÁ";"66893";"MAUÁ";217;13;"Vereador";49680;143;1;0;144;40304;0;9376;"N";40304;34184;34184;32034;2150;2150;0;0;0;0;0;0;0;1865;4255;4255;0;0;"15:14:43";"14/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62138";"BARUERI";"62138";"BARUERI";199;13;"Vereador";132427;347;6;0;353;109178;0;23249;"N";109178;97940;97940;93227;4713;4713;0;0;0;0;0;0;0;4574;6664;6664;0;0;"22:29:44";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"69590";"RIBEIRÃO BONITO";"69590";"RIBEIRÃO BONITO";107;13;"Vereador";9091;25;0;0;25;7282;0;1809;"N";7282;6784;6784;6339;445;445;0;0;0;0;0;0;0;192;306;306;0;0;"11:02:46";"01/11/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71374";"SETE BARRAS";"71374";"SETE BARRAS";172;13;"Vereador";10992;36;0;0;36;7989;0;3003;"N";7989;7620;7620;7027;593;593;0;0;0;0;0;0;0;154;215;215;0;0;"14:45:43";"28/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61620";"TUIUTI";"61620";"TUIUTI";298;13;"Vereador";5530;15;0;0;15;4764;0;766;"N";4764;4520;4520;4183;337;337;0;0;0;0;0;0;0;112;132;132;0;0;"17:42:57";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62421";"RIBEIRÃO DOS ÍNDIOS";"62421";"RIBEIRÃO DOS ÍNDIOS";117;13;"Vereador";2097;7;0;0;7;1800;0;297;"N";1800;1560;1560;1462;98;98;0;0;0;0;0;0;0;37;203;203;0;0;"18:15:51";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62189";"SANTA CRUZ DA ESPERANÇA";"62189";"SANTA CRUZ DA ESPERANÇA";32;13;"Vereador";2140;7;0;0;7;1855;0;285;"N";1855;1746;1746;1633;113;113;0;0;0;0;0;0;0;18;91;91;0;0;"14:43:17";"24/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";2;221;"Eleições Municipais 2016";"30/10/2016";"M";"SP";"70572";"SANTO ANDRÉ";"70572";"SANTO ANDRÉ";156;11;"Prefeito";22355;66;1;0;67;15748;0;6607;"N";15748;13754;13754;13754;0;0;0;0;0;0;0;0;0;424;1570;1570;0;0;"19:47:40";"30/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";2;221;"Eleições Municipais 2016";"30/10/2016";"M";"SP";"64777";"GUARULHOS";"64777";"GUARULHOS";176;11;"Prefeito";155888;433;3;0;436;119054;0;36834;"N";119054;100483;100483;100483;0;0;0;0;0;0;0;0;0;4645;13926;13926;0;0;"20:25:46";"30/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";2;221;"Eleições Municipais 2016";"30/10/2016";"M";"SP";"66893";"MAUÁ";"66893";"MAUÁ";217;11;"Prefeito";49680;143;1;0;144;38272;0;11408;"N";38272;28820;28820;28820;0;0;0;0;0;0;0;0;0;1906;7546;7546;0;0;"19:41:45";"30/10/2016"
"19/01/2026";"14:01:37";2016;1;"Eleição Extraordinária";1;410;"Suplementar Guaiçara 27/10/19";"27/10/2019";"M";"SP";"64459";"GUAIÇARA";"64459";"GUAIÇARA";297;11;"Prefeito";8348;29;0;0;29;5552;0;2796;"N";5552;4563;4563;4563;0;0;0;0;0;0;0;0;0;266;723;723;0;0;"13:25:00";"21/10/2021"
"19/01/2026";"14:01:37";2016;1;"Eleição Extraordinária";1;263;"Eleição Suplementar de  Itatinga";"02/07/2017";"M";"SP";"65714";"ITATINGA";"65714";"ITATINGA";26;11;"Prefeito";13939;41;4;0;45;10922;0;3017;"N";10922;10321;10321;10321;0;0;0;0;0;0;0;0;0;227;374;374;0;0;"17:42:51";"02/07/2017"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61778";"ARUJÁ";"61778";"ARUJÁ";335;11;"Prefeito";64603;178;2;0;180;52811;0;11792;"N";52811;36876;36876;36876;0;0;0;0;0;0;0;0;0;2712;13223;13223;0;0;"13:09:11";"15/02/2017"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71455";"SOROCABA";"71455";"SOROCABA";343;11;"Prefeito";73416;231;2;0;233;59307;0;14109;"N";59307;47763;47763;47763;0;0;0;0;0;0;0;0;0;3146;8398;8398;0;0;"20:23:50";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62936";"CAMPO LIMPO PAULISTA";"62936";"CAMPO LIMPO PAULISTA";344;11;"Prefeito";60202;193;2;0;195;48673;0;11529;"N";48673;39649;39649;39649;0;0;0;0;0;0;0;0;0;3102;5922;5922;0;0;"15:26:22";"05/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64491";"GUAÍRA";"64491";"GUAÍRA";169;11;"Prefeito";29901;75;1;0;76;22905;0;6996;"N";22905;21429;21429;21429;0;0;0;0;0;0;0;0;0;590;886;886;0;0;"14:20:43";"27/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66192";"JUNDIAÍ";"66192";"JUNDIAÍ";65;11;"Prefeito";74226;202;0;0;202;62288;0;11938;"N";62288;51788;51788;51788;0;0;0;0;0;0;0;0;0;3451;7049;7049;0;0;"20:09:45";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68950";"PLATINA";"68950";"PLATINA";83;11;"Prefeito";2958;8;0;0;8;2617;0;341;"N";2617;2543;2543;2543;0;0;0;0;0;0;0;0;0;17;57;57;0;0;"18:52:28";"02/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62910";"CAMPINAS";"62910";"CAMPINAS";378;11;"Prefeito";170583;469;30;0;499;135342;0;35241;"N";135342;101809;101809;101809;0;0;0;0;0;0;0;0;0;9320;24213;24213;0;0;"13:34:25";"30/11/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"70750";"SÃO BERNARDO DO CAMPO";"70750";"SÃO BERNARDO DO CAMPO";409;11;"Prefeito";129209;362;1;0;363;104821;0;24388;"N";104821;80897;80897;80897;0;0;0;0;0;0;0;0;0;7316;16608;16608;0;0;"14:02:48";"14/12/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"70572";"SANTO ANDRÉ";"70572";"SANTO ANDRÉ";262;11;"Prefeito";83911;240;6;0;246;64570;0;19341;"N";64570;48918;48918;48918;0;0;0;0;0;0;0;0;0;3925;11727;11727;0;0;"13:10:52";"29/10/2016"
"19/01/2026";"14:01:37";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62910";"CAMPINAS";"62910";"CAMPINAS";33;11;"Prefeito";69285;203;4;0;207;48796;0;20489;"N";48796;41157;41157;41157;0;0;0;0;0;0;0;0;0;1854;5785;5785;0;0;"13:34:25";"30/11/2016"
