"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS"
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68357";"PEDERNEIRAS";68357;"PEDERNEIRAS";86;13;"Vereador";"Coligação";33;"PMN";"Partido da Mobilização Nacional";-1;"#NULO#";"#NULO#";"#NULO#";250000005397;"A MUDANÇA QUE VOCÊ PRECISA E ESPERA";"PMN / PDT";"N";28;0;28;160;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62278";"BILAC";62278;"BILAC";210;11;"Prefeito";"Coligação";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000005601;"Avança Bilac, o trabalho não pode parar";"PRB / PT / PTB / PMDB / DEM / PSB / PV / PEN";"N";0;0;0;1981;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68039";"PALMARES PAULISTA";68039;"PALMARES PAULISTA";111;13;"Vereador";"Coligação";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000006055;"UNIÃO E HUMANIDADE POR UMA PALMARES MELHOR";"PDT / PSDB / PHS / PSB / PMDB";"N";13;0;13;544;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71072";"SÃO PAULO";71072;"SÃO PAULO";422;13;"Vereador";"Partido isolado";30;"NOVO";"Partido Novo";-1;"#NULO#";"#NULO#";"#NULO#";250000000335;"PARTIDO ISOLADO";"NOVO";"N";175;0;175;1184;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71072";"SÃO PAULO";71072;"SÃO PAULO";348;13;"Vereador";"Partido isolado";30;"NOVO";"Partido Novo";-1;"#NULO#";"#NULO#";"#NULO#";250000000335;"PARTIDO ISOLADO";"NOVO";"N";191;0;191;685;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64750";"GUARUJÁ";64750;"GUARUJÁ";212;11;"Prefeito";"Coligação";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000000459;"NOVO RUMO";"PMDB / PMN / PP / PPL";"N";0;0;0;2608;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"67890";"OSASCO";67890;"OSASCO";277;13;"Vereador";"Coligação";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000001103;"COLIGAÇÃO OSASCO UM POVO TRABALHADOR";"PT do B / PTB";"N";59;0;59;878;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"69698";"RIBEIRÃO PRETO";69698;"RIBEIRÃO PRETO";108;13;"Vereador";"Partido isolado";43;"PV";"Partido Verde";-1;"#NULO#";"#NULO#";"#NULO#";250000005971;"PARTIDO ISOLADO";"PV";"N";97;0;97;1425;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"63258";"CATIGUÁ";63258;"CATIGUÁ";179;13;"Vereador";"Coligação";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";250000001182;"PMDB/PSB/DEM/PSDB/PSD";"PMDB / DEM / PSB / PSDB / PSD";"N";7;0;7;85;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68896";"PIRATININGA";68896;"PIRATININGA";97;13;"Vereador";"Coligação";18;"REDE";"Rede Sustentabilidade";-1;"#NULO#";"#NULO#";"#NULO#";250000001225;"PIRATININGA PARA TODOS";"PSD / PTB / REDE / PP / SD";"N";0;0;0;129;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61727";"HORTOLÂNDIA";61727;"HORTOLÂNDIA";361;13;"Vereador";"Coligação";90;"PROS";"Partido Republicano da Ordem Social";-1;"#NULO#";"#NULO#";"#NULO#";250000001285;"PT/PROS";"PT / PROS";"N";15;0;15;991;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"69213";"PRAIA GRANDE";69213;"PRAIA GRANDE";406;13;"Vereador";"Coligação";36;"PTC";"Partido Trabalhista Cristão";-1;"#NULO#";"#NULO#";"#NULO#";250000001745;"PRAIA GRANDE UNIDA";"PDT / PHS / PTC / PC do B / PPS / PT do B";"N";4;0;4;15;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71471";"SUD MENNUCCI";71471;"SUD MENNUCCI";88;13;"Vereador";"Coligação";31;"PHS";"Partido Humanista da Solidariedade";-1;"#NULO#";"#NULO#";"#NULO#";250000001838;"COLIGAÇÃO AVANTE SUD E BAND";"PDT / PHS / PV / PPS / PT / PMDB";"N";5;0;5;259;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"65633";"ITAQUAQUECETUBA";65633;"ITAQUAQUECETUBA";377;13;"Vereador";"Coligação";28;"PRTB";"Partido Renovador Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000002413;"Pra ver mudar";"PV / PRTB";"N";13;0;13;177;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64939";"IBITINGA";64939;"IBITINGA";49;13;"Vereador";"Coligação";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000002414;"PSB/REDE/PSOL";"PSB / REDE";"N";823;0;823;5010;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71552";"TABATINGA";71552;"TABATINGA";49;13;"Vereador";"Coligação";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";250000002551;"TABATINGA MERECE RESPEITO";"DEM / PSDB / PPS / PP / PV";"N";197;0;197;1178;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64777";"GUARULHOS";64777;"GUARULHOS";395;13;"Vereador";"Partido isolado";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";250000000989;"PARTIDO ISOLADO";"PSC";"N";67;0;67;0;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64777";"GUARULHOS";64777;"GUARULHOS";395;13;"Vereador";"Partido isolado";28;"PRTB";"Partido Renovador Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000000349;"PARTIDO ISOLADO";"PRTB";"N";9;0;9;0;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"67555";"NIPOÃ";67555;"NIPOÃ";77;13;"Vereador";"Coligação";23;"PPS";"Partido Popular Socialista";-1;"#NULO#";"#NULO#";"#NULO#";250000003115;"PEN, PPS, PT E PP";"PEN / PPS / PT / PP";"N";6;0;6;193;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62634";"BURITAMA";62634;"BURITAMA";214;13;"Vereador";"Coligação";77;"SD";"Solidariedade";-1;"#NULO#";"#NULO#";"#NULO#";250000003153;"PARA O ALTO E AVANTE";"PSB / SD / PPS / PR";"N";4;0;4;140;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"63452";"CONCHAL";63452;"CONCHAL";75;11;"Prefeito";"Coligação";23;"PPS";"Partido Popular Socialista";-1;"#NULO#";"#NULO#";"#NULO#";250000003792;"CONCHAL PARA TODOS";"PRB / PTN / PPS / PMB / PSB";"N";0;0;0;4792;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"68551";"PIACATU";68551;"PIACATU";210;13;"Vereador";"Coligação";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000003896;"UNIDOS POR PIACATU";"PT / PTB / PMDB / PV";"N";6;0;6;350;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"69930";"SABINO";69930;"SABINO";297;13;"Vereador";"Coligação";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";250000003930;"A COMPETÊNCIA FAZ A DIREFENÇA";"PPS / PSDB / PC do B";"N";14;0;14;237;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"64394";"GENERAL SALGADO";64394;"GENERAL SALGADO";168;13;"Vereador";"Coligação";10;"PRB";"Partido Republicano Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000003940;"COM A FORÇA DO POVO";"PRB / PSL / PTC";"N";3;0;3;264;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62049";"TORRE DE PEDRA";62049;"TORRE DE PEDRA";140;13;"Vereador";"Coligação";23;"PPS";"Partido Popular Socialista";-1;"#NULO#";"#NULO#";"#NULO#";250000004073;"JUNTOS PODEMOS MAIS";"PTB / PPS / PSDB / PSB / SD";"N";10;0;10;459;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"63614";"COTIA";63614;"COTIA";227;13;"Vereador";"Partido isolado";90;"PROS";"Partido Republicano da Ordem Social";-1;"#NULO#";"#NULO#";"#NULO#";250000001132;"PARTIDO ISOLADO";"PROS";"N";71;0;71;6537;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62910";"CAMPINAS";62910;"CAMPINAS";423;11;"Prefeito";"Partido isolado";16;"PSTU";"Partido Socialista dos Trabalhadores Unificado";-1;"#NULO#";"#NULO#";"#NULO#";250000005198;"PARTIDO ISOLADO";"PSTU";"N";0;0;0;50;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"65439";"ITANHAÉM";65439;"ITANHAÉM";189;13;"Vereador";"Partido isolado";28;"PRTB";"Partido Renovador Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000001065;"PARTIDO ISOLADO";"PRTB";"N";20;0;20;244;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"66753";"MARABÁ PAULISTA";66753;"MARABÁ PAULISTA";102;13;"Vereador";"Partido isolado";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000005171;"PARTIDO ISOLADO";"PSB";"N";0;0;0;79;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71498";"SUMARÉ";71498;"SUMARÉ";230;13;"Vereador";"Coligação";35;"PMB";"Partido da Mulher Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";250000003190;"Unidos por Sumaré";"PMB / PSC";"N";7;0;7;33;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"61999";"BARBOSA";61999;"BARBOSA";289;13;"Vereador";"Coligação";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";250000003639;"HONESTIDADE, COMPETÊNCIA BARBOSA SEMPRE EM FRENTE";"PSDB / PSB / PTB";"N";72;0;72;659;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"62103";"CANAS";62103;"CANAS";68;13;"Vereador";"Coligação";77;"SD";"Solidariedade";-1;"#NULO#";"#NULO#";"#NULO#";250000004975;"PSD,PRB,SD";"SD / PSD / PRB";"N";2;0;2;77;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"69035";"PONGAÍ";69035;"PONGAÍ";95;13;"Vereador";"Coligação";10;"PRB";"Partido Republicano Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";250000005358;"PONGAÍ PARA TODOS";"PTB / PRB / PR / PEN / PP";"N";3;0;3;52;0;0;0;0
"19/01/2026";"14:01:28";2016;2;"Eleição Ordinária";1;220;"Eleições Municipais 2016";"02/10/2016";"M";"SP";"71153";"SÃO SEBASTIÃO";71153;"SÃO SEBASTIÃO";132;13;"Vereador";"Coligação";36;"PTC";"Partido Trabalhista Cristão";-1;"#NULO#";"#NULO#";"#NULO#";250000005897;"UNIDOS POR SÃO SEBASTIÃO";"PTB / PSC / PTC / PPL / PT do B / PROS / PSDC / PTN";"N";4;0;4;389;0;0;0;0
